,Main food description,WWEIA Category description,Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total
(g)","Fiber, total dietary (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Retinol (mcg),"Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)",Vitamin B-12 (mcg),"Vitamin B-12, added
(mcg)",Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added
(mg)",Vitamin K (phylloquinone) (mcg),Calcium (mg),Phosphorus (mg),Magnesium (mg),"Iron
(mg)","Zinc
(mg)",Copper (mg),Selenium (mcg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (g),"4:0
(g)","6:0
(g)","8:0
(g)","10:0
(g)","12:0
(g)","14:0
(g)","16:0
(g)","18:0
(g)","16:1
(g)","18:1
(g)","20:1
(g)","22:1
(g)","18:2
(g)","18:3
(g)","18:4
(g)","20:4
(g)","20:5 n-3
(g)","22:5 n-3
(g)","22:6 n-3
(g)","Water
(g)",Kosher_Status,Halal_Status,Hinduism_Status,Buddhism_Status,Rastafarianism_Status,Diabetic_Status,Low_Sodium_Status,Low_Fat_Status,Low_Cholesterol_Status,Fructose_Intolerance_Status,Nightshade_Sensitivity_Status,Histamine_Intolerance_Status,Vegan_Status,Vegetarian_Status,Pescatarian_Status,Raw_Food_Diet_Status,Paleo_Status,Keto_Status,Lactose_Intolerance_Status,Gluten_Intolerance_Status,Nut_Allergy_Status,Shellfish_Allergy_Status,Fish_Allergy_Status,Soy_Allergy_Status
1110,"Cucumber, raw",Other vegetables and combinations,16,0.62,2.95,1.67,0.5,0.18,0.037,0.005,0.032,0,0,5,11,45,26,0,23,0.027,0.033,0.098,0.04,0,7,7,7,6.0,0.0,0.0,2.8,0.0,0.03,0.0,24.0,16,23,10,0.0,0.2,0.063,0.3,170,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.028,0.005,0.0,0.005,0.0,0.0,0.028,0.005,0.0,0.0,0.0,0.0,0.0,95.87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,"Eggplant, raw",Other vegetables and combinations,25,0.98,5.88,3.53,3.0,0.18,0.034,0.016,0.076,0,0,1,0,14,0,0,36,0.039,0.037,0.649,0.084,0,22,22,22,6.9,0.0,0.0,2.2,0.0,0.3,0.0,3.5,9,24,14,0.23,0.16,0.081,0.3,229,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.009,0.002,0.014,0.0,0.0,0.063,0.013,0.0,0.0,0.0,0.0,0.0,92.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,"Garlic, raw",Mustard and other condiments,143,6.62,28.2,1.0,2.7,0.38,0.089,0.011,0.249,0,0,0,0,5,0,0,16,0.2,0.11,0.7,1.235,0,3,3,3,23.2,0.0,0.0,10.0,0.0,0.08,0.0,1.7,181,153,25,1.7,1.16,0.299,9.8,401,17,0,0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.087,0.0,0.0,0.011,0.0,0.0,0.229,0.02,0.0,0.0,0.0,0.0,0.0,63.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,"Jicama, raw",Other vegetables and combinations,38,0.72,8.82,1.8,4.9,0.09,0.021,0.005,0.043,0,0,1,0,13,0,0,0,0.02,0.029,0.2,0.042,0,12,12,12,13.6,0.0,0.0,20.2,0.0,0.46,0.0,0.3,12,18,12,0.6,0.16,0.048,0.7,150,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.002,0.0,0.005,0.0,0.0,0.029,0.014,0.0,0.0,0.0,0.0,0.0,90.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,"Kohlrabi, raw",Other vegetables and combinations,27,1.7,6.2,2.6,3.6,0.1,0.013,0.007,0.048,0,0,2,0,22,0,0,0,0.05,0.02,0.4,0.15,0,16,16,16,12.3,0.0,0.0,62.0,0.0,0.48,0.0,0.1,24,46,19,0.4,0.03,0.129,0.7,350,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.001,0.0,0.007,0.0,0.0,0.02,0.026,0.0,0.0,0.0,0.0,0.0,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,"Lettuce, raw",Lettuce and lettuce salads,20,0.92,3.69,1.1,1.3,0.1,0.026,0.008,0.108,0,0,302,1,3617,0,0,1510,0.066,0.064,0.323,0.062,0,38,38,38,10.5,0.0,0.0,8.0,0.0,0.17,0.0,73.9,31,23,11,0.26,0.26,0.04,0.6,249,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.003,0.002,0.006,0.0,0.0,0.032,0.076,0.0,0.0,0.0,0.0,0.0,94.71,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
1116,"Lettuce, Boston, raw",Lettuce and lettuce salads,18,0.88,3.26,0.48,0.9,0.11,0.028,0.009,0.115,0,0,375,0,4495,0,0,1724,0.061,0.077,0.329,0.074,0,36,36,36,11.8,0.0,0.0,9.3,0.0,0.15,0.0,73.2,43,24,12,0.4,0.3,0.038,1.5,321,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.003,0.002,0.006,0.0,0.0,0.034,0.081,0.0,0.0,0.0,0.0,0.0,95.05,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
1117,"Lettuce, arugula, raw",Lettuce and lettuce salads,25,2.58,3.65,2.05,1.6,0.66,0.086,0.049,0.319,0,0,119,0,1424,0,0,3555,0.044,0.086,0.305,0.073,0,97,97,97,15.3,0.0,0.0,15.0,0.0,0.43,0.0,108.6,160,52,47,1.46,0.47,0.076,0.3,369,27,0,0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.072,0.004,0.001,0.046,0.0,0.0,0.13,0.17,0.0,0.002,0.0,0.0,0.0,91.71,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
1118,"Mushrooms, raw",Other vegetables and combinations,31,2.9,4.13,1.98,1.7,0.35,0.05,0.0,0.16,0,0,0,0,0,0,0,0,0.053,0.453,3.913,0.082,0,35,35,35,17.3,0.04,0.0,2.1,0.0,0.01,0.0,0.0,5,93,10,0.23,0.5,0.364,19.0,371,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,91.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1119,"Onions, green, raw",Onions,32,1.83,7.34,2.33,2.6,0.19,0.032,0.027,0.074,0,0,50,0,598,0,0,1137,0.055,0.08,0.525,0.061,0,64,64,64,5.7,0.0,0.0,18.8,0.0,0.55,0.0,207.0,72,37,20,1.48,0.39,0.083,0.6,276,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.028,0.003,0.0,0.027,0.0,0.0,0.07,0.004,0.0,0.0,0.0,0.0,0.0,89.83,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1
1120,"Onions, raw",Onions,38,0.86,8.46,5.8,1.7,0.08,0.042,0.013,0.017,0,0,0,0,1,0,0,4,0.046,0.027,0.116,0.12,0,19,19,19,6.1,0.0,0.0,8.2,0.0,0.02,0.0,0.4,17,33,9,0.24,0.17,0.041,0.0,171,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.034,0.004,0.0,0.013,0.0,0.0,0.013,0.004,0.0,0.0,0.0,0.0,0.0,90.31,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1
1121,"Parsley, raw",Not included in a food category,36,2.97,6.33,0.85,3.3,0.79,0.132,0.295,0.124,0,0,421,0,5054,0,0,5561,0.086,0.098,1.313,0.09,0,152,152,152,12.8,0.0,0.0,133.0,0.0,0.75,0.0,1640.0,138,58,50,6.2,1.07,0.149,0.1,554,56,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.084,0.039,0.008,0.287,0.0,0.0,0.115,0.008,0.0,0.0,0.0,0.0,0.0,87.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,"Green peas, raw",Other starchy vegetables,81,5.42,14.45,5.67,5.7,0.4,0.071,0.035,0.187,0,0,38,21,449,0,0,2477,0.266,0.132,2.09,0.169,0,65,65,65,28.4,0.0,0.0,40.0,0.0,0.13,0.0,24.8,25,108,33,1.47,1.24,0.176,1.8,244,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.007,0.0,0.035,0.0,0.0,0.152,0.035,0.0,0.0,0.0,0.0,0.0,78.86,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
1123,"Peppers, hot, raw",Mustard and other condiments,34,1.39,7.66,4.71,2.2,0.4,0.067,0.027,0.176,0,0,51,52,548,72,0,785,0.056,0.078,1.262,0.463,0,25,25,25,9.2,0.0,0.0,131.2,0.0,2.13,0.0,16.2,13,34,19,0.64,0.2,0.088,0.4,285,6,0,0,0.0,0.002,0.0,0.0,0.001,0.002,0.005,0.042,0.012,0.002,0.024,0.0,0.0,0.145,0.03,0.0,0.0,0.0,0.0,0.0,89.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,"Peppers, raw, NFS",Other vegetables and combinations,27,0.81,5.72,3.3,1.0,0.12,0.058,0.008,0.109,0,0,88,20,916,248,0,196,0.047,0.116,0.83,0.275,0,34,34,34,5.6,0.0,0.0,120.6,0.0,0.98,0.0,6.2,6,22,10,0.27,0.16,0.049,0.0,188,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.006,0.002,0.006,0.0,0.0,0.077,0.032,0.0,0.0,0.0,0.0,0.0,93.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,"Peppers, sweet, red, raw",Other red and orange vegetables,31,0.9,6.65,4.2,1.2,0.13,0.059,0.007,0.156,0,0,157,20,1624,490,0,51,0.055,0.142,1.024,0.303,0,47,47,47,5.6,0.0,0.0,141.7,0.0,1.58,0.0,4.9,6,27,11,0.35,0.2,0.04,0.0,213,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.004,0.004,0.004,0.0,0.0,0.1,0.056,0.0,0.0,0.0,0.0,0.0,91.93,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1126,"Peppers, banana, raw",Other vegetables and combinations,27,1.66,5.35,1.95,3.4,0.45,0.048,0.027,0.243,0,0,17,39,184,0,0,0,0.081,0.054,1.242,0.357,0,29,29,29,7.4,0.0,0.0,82.7,0.0,0.69,0.0,9.5,14,32,17,0.46,0.25,0.094,0.3,256,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.036,0.007,0.002,0.025,0.0,0.0,0.24,0.003,0.0,0.0,0.0,0.0,0.0,91.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,Radish,Other vegetables and combinations,16,0.68,3.4,1.86,1.6,0.1,0.032,0.017,0.048,0,0,0,0,4,0,0,10,0.012,0.039,0.254,0.071,0,25,25,25,6.5,0.0,0.0,14.8,0.0,0.0,0.0,1.3,25,20,10,0.34,0.28,0.05,0.6,233,39,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.004,0.0,0.017,0.0,0.0,0.017,0.031,0.0,0.0,0.0,0.0,0.0,95.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,"Rutabaga, raw",Other vegetables and combinations,37,1.08,8.62,4.46,2.3,0.16,0.027,0.025,0.088,0,0,0,0,1,1,14,19,0.09,0.04,0.7,0.1,0,21,21,21,14.1,0.0,0.0,25.0,0.0,0.3,0.0,0.3,43,53,20,0.44,0.24,0.032,0.7,305,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.003,0.0,0.025,0.0,0.0,0.035,0.053,0.0,0.0,0.0,0.0,0.0,89.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,"Seaweed, raw",Other vegetables and combinations,41,3.51,7.94,0.58,0.7,0.49,0.146,0.06,0.125,0,0,95,0,1136,0,0,0,0.069,0.275,1.18,0.054,0,174,174,174,12.4,0.0,0.0,15.0,0.0,0.96,0.0,25.1,129,60,77,2.28,0.89,0.226,0.7,165,384,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.092,0.032,0.01,0.038,0.01,0.0,0.011,0.002,0.001,0.014,0.09,0.0,0.0,82.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1130,"Snowpeas, raw",Other vegetables and combinations,42,2.8,7.55,4.0,2.6,0.2,0.039,0.021,0.089,0,0,54,44,630,0,0,740,0.15,0.08,0.6,0.16,0,42,42,42,17.4,0.0,0.0,60.0,0.0,0.39,0.0,25.0,43,53,24,2.08,0.27,0.079,0.7,200,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.033,0.003,0.0,0.021,0.0,0.0,0.075,0.013,0.0,0.0,0.0,0.0,0.0,88.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,"Turnip, raw",Other vegetables and combinations,28,0.9,6.43,3.8,1.8,0.1,0.011,0.006,0.053,0,0,0,0,0,0,0,0,0.04,0.03,0.4,0.09,0,15,15,15,11.1,0.0,0.0,21.0,0.0,0.03,0.0,0.1,30,27,11,0.3,0.27,0.085,0.7,191,67,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.001,0.001,0.006,0.0,0.0,0.012,0.04,0.0,0.0,0.0,0.0,0.0,91.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,Celery juice,Vegetable juice,17,0.49,3.32,1.34,1.6,0.16,0.042,0.032,0.079,0,0,22,0,270,0,0,283,0.021,0.057,0.32,0.052,0,36,36,36,6.1,0.0,0.0,3.1,0.0,0.27,0.0,29.3,46,22,11,0.0,0.09,0.0,0.0,265,97,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.037,0.004,0.001,0.031,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0,0.0,95.2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1133,Coleslaw,"Coleslaw, non-lettuce salads",117,0.94,10.45,7.44,1.9,7.98,1.233,1.686,4.394,9,4,79,323,747,0,0,53,0.055,0.048,0.291,0.108,0,33,33,33,11.2,0.02,0.0,26.9,0.0,0.85,0.0,54.3,33,32,11,0.14,0.2,0.011,1.3,172,280,0,0,0.0,0.002,0.0,0.006,0.003,0.001,0.006,0.837,0.315,0.01,1.615,0.04,0.016,3.806,0.577,0.0,0.004,0.0,0.0,0.001,79.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,"Cabbage salad, NFS","Coleslaw, non-lettuce salads",45,0.79,8.93,5.0,2.4,0.8,0.164,0.447,0.035,2,0,75,321,742,0,0,41,0.047,0.038,0.276,0.106,0,32,32,32,8.0,0.0,0.0,26.6,0.0,0.16,0.0,44.8,32,23,11,0.09,0.17,0.012,0.3,174,269,0,0,0.0,0.0,0.0,0.006,0.006,0.058,0.025,0.042,0.027,0.0,0.447,0.0,0.0,0.03,0.005,0.0,0.0,0.0,0.0,0.0,88.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,"Breadfruit, cooked",Other starchy vegetables,123,1.04,26.26,10.65,4.7,2.77,0.713,0.936,0.794,2,11,11,0,5,0,0,20,0.096,0.028,0.828,0.103,0,12,12,12,9.7,0.0,0.0,23.9,0.0,0.48,0.0,2.6,17,29,24,0.53,0.12,0.081,0.6,475,123,0,0,0.0,0.018,0.013,0.007,0.017,0.02,0.064,0.394,0.153,0.016,0.9,0.012,0.0,0.695,0.099,0.0,0.001,0.0,0.0,0.0,68.72,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0
1136,"Broccoflower, cooked",Other vegetables and combinations,55,2.98,6.15,3.06,3.2,2.96,0.741,0.969,0.895,2,11,19,0,94,0,0,40,0.073,0.098,0.703,0.219,0,49,49,49,57.8,0.0,0.0,75.5,0.0,0.44,0.0,22.6,34,63,20,0.74,0.65,0.041,0.6,303,149,0,0,0.0,0.019,0.013,0.008,0.018,0.021,0.066,0.417,0.146,0.019,0.929,0.013,0.001,0.705,0.189,0.0,0.001,0.0,0.0,0.0,86.72,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0
1137,"Burdock, cooked",Other vegetables and combinations,100,1.6,18.06,3.02,3.4,2.89,0.742,1.01,0.847,2,12,12,0,5,0,0,0,0.009,0.03,0.297,0.242,0,20,20,20,12.4,0.0,0.0,2.7,0.0,0.8,0.0,3.9,43,53,40,0.84,0.34,0.08,0.7,321,135,0,0,0.0,0.019,0.014,0.008,0.018,0.022,0.069,0.417,0.146,0.015,0.973,0.013,0.0,0.756,0.089,0.0,0.001,0.0,0.0,0.0,76.19,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0
1138,"Cabbage, red, cooked",Cabbage,58,1.26,6.85,3.87,2.1,2.86,0.715,0.953,0.841,2,11,65,0,647,0,19,315,0.058,0.066,0.401,0.179,0,15,15,15,17.5,0.0,0.0,46.2,0.0,0.51,0.0,34.8,32,37,13,0.0,0.24,0.004,0.6,272,138,0,0,0.0,0.019,0.013,0.008,0.018,0.022,0.067,0.398,0.143,0.015,0.918,0.012,0.0,0.71,0.13,0.0,0.002,0.0,0.0,0.0,88.08,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1
1139,"Celery, cooked",Other vegetables and combinations,42,0.52,3.46,1.4,1.7,2.9,0.76,1.005,0.867,2,12,34,0,272,0,0,280,0.02,0.057,0.317,0.066,0,32,32,32,6.6,0.0,0.0,2.7,0.0,0.69,0.0,32.8,48,23,11,0.0,0.09,0.0,0.0,276,231,0,0,0.0,0.019,0.014,0.008,0.018,0.022,0.07,0.43,0.151,0.016,0.967,0.013,0.0,0.78,0.087,0.0,0.001,0.0,0.0,0.0,91.92,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1
1140,"Christophine, cooked",Other vegetables and combinations,44,0.86,4.7,1.73,1.8,2.87,0.745,0.982,0.845,2,12,12,0,5,0,0,0,0.024,0.029,0.465,0.089,0,82,82,82,9.8,0.0,0.0,6.8,0.0,0.53,0.0,6.5,18,19,13,0.36,0.77,0.128,0.2,131,132,0,0,0.0,0.019,0.014,0.008,0.018,0.022,0.069,0.416,0.15,0.015,0.944,0.013,0.0,0.72,0.125,0.0,0.001,0.0,0.0,0.0,90.92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0
1141,"Corn, creamed",Corn,72,1.74,18.13,3.23,1.2,0.42,0.065,0.123,0.198,0,0,4,23,30,6,0,949,0.024,0.053,0.96,0.063,0,43,43,43,20.3,0.0,0.0,4.1,0.0,0.07,0.0,0.0,3,51,17,0.38,0.53,0.052,0.4,134,261,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.004,0.0,0.123,0.0,0.0,0.193,0.006,0.0,0.0,0.0,0.0,0.0,78.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1142,"Cucumber, cooked",Other vegetables and combinations,45,0.72,3.37,1.91,0.6,3.2,0.826,1.068,0.896,2,13,19,12,55,28,0,25,0.028,0.036,0.106,0.06,0,7,7,7,7.1,0.0,0.0,2.7,0.0,0.48,0.0,29.8,19,27,11,0.0,0.23,0.072,0.3,194,145,0,0,0.0,0.021,0.015,0.009,0.02,0.024,0.081,0.46,0.166,0.017,1.029,0.014,0.0,0.795,0.101,0.0,0.001,0.0,0.0,0.0,91.92,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0
1143,"Garlic, cooked",Mustard and other condiments,142,6.58,28.03,0.99,2.7,0.38,0.088,0.011,0.248,0,0,0,0,4,0,0,14,0.179,0.104,0.661,1.166,0,2,2,2,23.1,0.0,0.0,8.0,0.0,0.08,0.0,1.7,180,152,25,1.69,1.15,0.297,9.7,399,248,0,0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.086,0.0,0.0,0.011,0.0,0.0,0.228,0.02,0.0,0.0,0.0,0.0,0.0,62.73,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0
1144,"Hominy, cooked",Grits and other cooked cereals,88,1.45,13.8,1.47,2.4,2.91,1.008,0.766,0.711,4,21,21,0,9,0,0,29,0.003,0.006,0.032,0.036,0,1,1,1,3.4,0.0,0.0,0.3,0.0,0.25,0.0,1.4,10,34,16,0.6,1.02,0.029,2.9,9,501,0,0,0.0,0.034,0.024,0.014,0.032,0.038,0.119,0.525,0.191,0.018,0.731,0.004,0.0,0.667,0.045,0.0,0.002,0.0,0.001,0.0,80.4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0
1145,"Kohlrabi, cooked",Other vegetables and combinations,51,1.72,6.26,2.63,3.6,2.75,0.707,0.948,0.809,2,11,14,0,26,0,0,0,0.045,0.019,0.383,0.153,0,14,14,14,12.6,0.0,0.0,53.1,0.0,0.88,0.0,2.3,25,47,19,0.41,0.03,0.13,0.7,353,146,0,0,0.0,0.019,0.013,0.008,0.018,0.021,0.066,0.39,0.143,0.015,0.913,0.012,0.0,0.696,0.111,0.0,0.001,0.0,0.0,0.0,87.94,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0
1146,Leeks,Onions,88,1.57,14.74,4.07,1.9,3.05,0.758,0.976,0.958,2,12,94,0,994,0,0,1879,0.056,0.03,0.396,0.236,0,57,57,57,10.1,0.0,0.0,10.6,0.0,1.37,0.0,51.2,62,37,29,2.19,0.13,0.125,1.0,188,151,0,0,0.0,0.019,0.014,0.008,0.018,0.022,0.069,0.431,0.148,0.015,0.939,0.013,0.0,0.768,0.19,0.0,0.001,0.0,0.0,0.0,79.22,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1
1147,"Lettuce, cooked",Lettuce and lettuce salads,49,1.06,4.21,1.26,1.5,3.11,0.813,1.072,0.982,2,13,340,1,3919,0,0,1634,0.068,0.069,0.35,0.086,0,33,33,33,12.2,0.0,0.0,6.4,0.0,0.64,0.0,86.6,36,27,12,0.29,0.3,0.046,0.7,284,169,0,0,0.0,0.021,0.015,0.009,0.02,0.024,0.075,0.456,0.164,0.019,1.03,0.014,0.0,0.8,0.182,0.0,0.001,0.0,0.0,0.0,90.6,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1
1148,"Parsnips, cooked",Other vegetables and combinations,92,1.29,16.47,4.65,3.5,2.84,0.715,1.012,0.776,2,11,11,0,5,0,0,0,0.08,0.05,0.701,0.106,0,56,56,56,26.4,0.0,0.0,12.6,0.0,1.35,0.0,3.1,36,67,28,0.56,0.25,0.134,1.6,356,131,0,0,0.0,0.018,0.013,0.007,0.017,0.02,0.067,0.393,0.15,0.017,0.968,0.012,0.0,0.689,0.084,0.0,0.001,0.0,0.0,0.0,78.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0
1149,"Peppers, red, cooked",Other red and orange vegetables,55,0.92,6.71,4.24,1.2,2.78,0.753,0.948,0.918,2,11,162,19,1561,469,0,49,0.05,0.136,0.981,0.292,0,40,40,40,5.9,0.0,0.0,121.5,0.0,1.99,0.0,7.1,6,28,11,0.36,0.2,0.04,0.0,215,126,0,0,0.0,0.019,0.013,0.008,0.018,0.021,0.066,0.436,0.146,0.019,0.91,0.012,0.0,0.777,0.141,0.0,0.001,0.0,0.0,0.0,88.88,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0
1150,"Peppers, hot, cooked",Mustard and other condiments,59,1.41,7.72,4.76,2.2,3.06,0.761,0.968,0.938,2,11,61,49,530,70,0,752,0.051,0.075,1.209,0.437,0,21,21,21,9.5,0.0,0.0,112.4,0.0,2.55,0.0,18.6,14,35,19,0.65,0.2,0.088,0.5,288,132,0,0,0.0,0.021,0.013,0.008,0.019,0.022,0.072,0.422,0.153,0.016,0.93,0.012,0.0,0.822,0.115,0.0,0.001,0.0,0.0,0.0,86.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,Pimiento,Mustard and other condiments,28,1.35,6.24,3.32,2.3,0.37,0.055,0.024,0.197,0,0,163,291,1804,0,0,448,0.021,0.073,0.753,0.263,0,7,7,7,7.7,0.0,0.0,103.9,0.0,0.84,0.0,10.2,7,21,7,2.06,0.23,0.06,0.2,193,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.04,0.013,0.002,0.022,0.0,0.0,0.179,0.018,0.0,0.0,0.0,0.0,0.0,91.55,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1152,"Rutabaga, cooked",Other vegetables and combinations,63,1.13,8.98,4.65,2.4,2.9,0.744,0.997,0.877,2,12,12,0,6,1,14,19,0.084,0.04,0.692,0.111,0,19,19,19,14.9,0.0,0.0,22.1,0.0,0.72,0.0,2.6,45,55,21,0.46,0.25,0.033,0.7,318,143,0,0,0.0,0.019,0.014,0.008,0.018,0.022,0.069,0.416,0.15,0.015,0.961,0.013,0.0,0.734,0.142,0.0,0.001,0.0,0.0,0.0,85.91,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0
1153,"Salsify, cooked",Other vegetables and combinations,89,2.65,14.88,2.81,3.0,2.71,0.706,0.906,0.802,2,11,11,0,5,0,0,0,0.054,0.168,0.38,0.227,0,15,15,15,25.3,0.0,0.0,4.5,0.0,0.56,0.0,2.4,46,54,17,0.54,0.29,0.068,0.6,274,136,0,0,0.0,0.018,0.013,0.007,0.017,0.02,0.067,0.398,0.138,0.014,0.872,0.012,0.0,0.711,0.092,0.0,0.001,0.0,0.0,0.0,78.74,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0
